"id/Integer/typetag/csvparameters.charset=utf-8/typetag/csvparameters.profile=EXCEL_NORTH_EUROPE_PREFERENCE/set/readOnly=true/set/allowNull=false/set/automatic=true/set/order=0";"extinca/Integer/set/order=10";"area/Integer/set/order=20";"finalmeters/Integer/set/order=30";"revisiondate/String/set/size=2147483647/set/order=40";"status/String/set/size=2147483647/set/order=50";"initialmeters/Integer/set/order=60";"version/Integer/set/order=70";"roadelementtype/String/set/size=2147483647/set/order=80";"auditcreatedby/Integer/set/order=90";"auditlastupdatedby/Integer/set/order=100";"urbantextreference/String/set/size=2147483647/set/order=110";"reserveareanumber/Integer/set/order=120";"reservelongitude/Double/set/locale=en/set/order=130";"urbanroadtype/Long/set/order=140";"urbanroads/Long/set/order=150";"urbansection/Long/set/order=160";"urbanstretches/Long/set/order=170";"extid/Long/set/order=180";"thrudate/String/set/size=30/set/order=190";"auditcreation/String/set/size=30/set/order=200";"fromdate/String/set/size=30/set/order=210";"auditlastupdate/String/set/size=30/set/order=220";"reservemodel/Long/set/order=230";"reservenumberplate/String/set/size=100/set/order=240";"reservecarparktype/String/set/size=20/set/order=250";"reserveownership/String/set/size=20/set/order=260";"reservetype/String/set/size=20/set/order=270";"reservetimetable/String/set/size=200/set/order=280";"notes/String/set/size=250/set/order=290";"id0/Long/set/readOnly=true/set/pk=true/set/automatic=true/set/order=300"
;"128025";"472438";"0";"2004-02-09 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"39";"0";"3.01";"486409";"5365";"485372";;;"2024-02-09 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-02-09 00:00:00.000000";"472417";;"LINE";;;;;
;"128026";"472438";"0";"2004-02-09 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"43";"0";"3.01";"486409";"5365";"485372";;;"2024-02-09 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-02-09 00:00:00.000000";"472417";;"LINE";;;;;
;"128027";"472438";"0";"2003-03-21 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"43";"0";"3.01";"486409";"5365";"485372";;;"2023-03-21 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-03-21 00:00:00.000000";"472417";;"LINE";;;;;
;"128029";"472438";"0";"2004-02-09 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"38";"0";"3.01";"486409";"5365";"485372";;;"2024-02-09 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-02-09 00:00:00.000000";"472417";;"LINE";;;;;
;"128031";"472438";"0";"2004-01-26 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"24";"0";"3";"486409";"2785";"485372";;;"2024-01-26 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-01-26 00:00:00.000000";"472417";;"LINE";;;;;
;"128032";"472438";"0";"2003-03-21 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"50";"0";"4.7";"486409";"5365";"485372";;;"2023-03-21 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-03-21 00:00:00.000000";"472417";;"LINE";;;;;
;"128036";"472438";"0";"2004-01-23 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"17";"0";"4.23";"486409";"2735";"485372";;;"2024-01-23 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-01-23 00:00:00.000000";"472417";;"LINE";;;;;
;"128037";"472438";"0";"2004-01-26 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"1";"0";"3";"486409";"2755";"485372";;;"2024-01-26 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-01-26 00:00:00.000000";"472417";;"LINE";;;;;
;"128038";"472438";"0";"2004-01-26 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"2";"0";"3.01";"486409";"2755";"485372";;;"2024-01-26 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-01-26 00:00:00.000000";"472417";;"LINE";;;;;
;"128039";"472438";"0";"2004-01-26 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"4";"0";"3.7";"486409";"2735";"485372";;;"2024-01-26 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-01-26 00:00:00.000000";"472417";;"LINE";;;;;
;"128040";"472438";"0";"2003-03-11 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"10";"0";"7.71";"486409";"1265";"485372";;;"2023-03-11 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-03-11 00:00:00.000000";"472417";;"LINE";;;;;
;"128042";"472438";"0";"2005-04-18 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"9";"0";"5.24";"486409";"3850";"485372";;;"2025-04-18 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-18 00:00:00.000000";"472417";;"LINE";;;;;
;"128043";"472438";"0";"2005-03-31 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"14";"0";"3";"486409";"533";"485372";;;"2025-03-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-03-31 00:00:00.000000";"472417";;"LINE";;;;;
;"128044";"472438";"0";"2005-03-31 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"3";"0";"3";"486409";"533";"485372";;;"2025-03-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-03-31 00:00:00.000000";"472417";;"LINE";;;;;
;"128045";"472438";"0";"2005-03-31 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"1";"0";"3";"486409";"533";"485372";;;"2025-03-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-03-31 00:00:00.000000";"472417";;"LINE";;;;;
;"128046";"472438";"0";"2004-02-03 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"4";"0";"3";"486409";"2555";"485372";;;"2024-02-03 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-02-03 00:00:00.000000";"472417";;"LINE";;;;;
;"128047";"472438";"0";"2003-03-21 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"6";"0";"17.24";"486409";"2555";"485372";;;"2023-03-21 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-03-21 00:00:00.000000";"472419";;"LINE";;;;;
;"128048";"472438";"0";"2004-02-03 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"2";"0";"3";"486409";"4196";"485372";;;"2024-02-03 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-02-03 00:00:00.000000";"472417";;"LINE";;;;;
;"128049";"472438";"0";"2005-03-16 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"37";"0";"3.5";"486409";"4375";"485372";;;"2025-03-16 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-03-16 00:00:00.000000";"472417";;"LINE";;;;;
;"128050";"472438";"0";"2005-03-16 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"12";"0";"3";"486409";"4655";"485372";;;"2025-03-16 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-03-16 00:00:00.000000";"472417";;"LINE";;;;;
;"128051";"472438";"0";"2004-02-09 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"13";"0";"3.01";"486409";"5365";"485372";;;"2024-02-09 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-02-09 00:00:00.000000";"472417";;"LINE";;;;;
;"128053";"472438";"0";"2005-03-16 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"20";"0";"20.37";"486409";"1020";"485372";;;"2025-03-16 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-03-16 00:00:00.000000";"472419";;"LINE";;;;;
;"125454";"472438";"0";"2007-09-10 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"16";"0";"3.03";"486409";"460";"485372";;;"2027-09-10 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-09-10 00:00:00.000000";"472417";;"LINE";;;;;
;"128056";"472438";"0";"2005-04-10 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"31";"0";"2.99";"486409";"870";"485372";;;"2025-04-10 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-10 00:00:00.000000";"472417";;"LINE";;;;;
;"128064";"472438";"0";"2005-03-31 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"28";"0";"6.25";"486409";"533";"485372";;;"2025-03-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-03-31 00:00:00.000000";"472417";;"LINE";;;;;
;"128066";"472438";"0";"2004-01-21 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"1";"0";"2.99";"486415";"5865";"485372";;;"2024-01-21 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-01-21 00:00:00.000000";"472417";;"LINE";;;;;
;"125459";"472438";"0";"2007-10-09 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"3";"0";"4.92";"486409";"840";"485372";;;"2027-10-09 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-10-09 00:00:00.000000";"472416";"V.1366";"LINE";;;;;
;"128076";"472438";"0";"2005-04-14 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"36";"0";"7.17";"486409";"2440";"485372";;;"2025-04-14 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-14 00:00:00.000000";"472417";;"LINE";;;;;
;"128078";"472438";"0";"2005-04-14 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"11";"0";"3.56";"486409";"3360";"485372";;;"2025-04-14 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-14 00:00:00.000000";"472417";;"LINE";;;;;
;"128079";"472438";"0";"2005-04-14 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"10";"0";"3.97";"486409";"5045";"485372";;;"2025-04-14 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-14 00:00:00.000000";"472417";;"LINE";;;;;
;"128084";"472438";"0";"2003-03-21 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"12";"0";"4.33";"486409";"2555";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-03-21 00:00:00.000000";"472416";"V.1704";"LINE";;;;;
;"128085";"472438";"0";"2004-02-03 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"30";"0";"4.54";"486409";"4115";"485372";;;"2024-02-03 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-02-03 00:00:00.000000";"472417";;"LINE";;;;;
;"128085";"472438";"0";"2003-03-21 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"30";"0";"4.54";"486409";"4115";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-03-21 00:00:00.000000";"472417";;"LINE";;;;;
;"128086";"472438";"0";"2003-03-21 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"18";"0";"4.68";"486409";"4115";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-03-21 00:00:00.000000";"472416";"V.2810";"LINE";;;;;
;"128087";"472438";"0";"2003-03-21 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"24";"0";"4.01";"486409";"4115";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-03-21 00:00:00.000000";"472416";"V.2809";"LINE";;;;;
;"128089";"472438";"0";"2004-02-03 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"32";"0";"3.13";"486409";"4115";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-02-03 00:00:00.000000";"472417";;"LINE";;;;;
;"128090";"472438";"0";"2004-01-27 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"59";"0";"3.74";"486409";"2335";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-01-27 00:00:00.000000";"472417";;"LINE";;;;;
;"128091";"472438";"0";"2004-01-27 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"7";"0";"6.05";"486409";"3145";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-01-27 00:00:00.000000";"472417";;"LINE";;;;;
;"128092";"472438";"0";"2004-01-21 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"23";"0";"3";"486409";"2415";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-01-21 00:00:00.000000";"472417";;"LINE";;;;;
;"128094";"472438";"0";"2005-04-07 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"56B";"0";"11";"486409";"2335";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-07 00:00:00.000000";"472417";"BASURA";"LINE";;;;;
;"128095";"472438";"0";"2005-03-31 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"28";"0";"6.8";"486409";"533";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-03-31 00:00:00.000000";"472417";;"LINE";;;;;
;"128096";"472438";"0";"2006-05-06 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"37";"0";"6.1";"486409";"4375";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-05-06 00:00:00.000000";"472417";;"LINE";;;;;
;"128098";"472438";"0";"2006-08-03 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"4";"0";"5";"486409";"3055";"485372";;;"2012-01-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2006-08-03 00:00:00.000000";"472417";;"LINE";;;;;
;"128103";"472438";"0";"2005-10-26 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"42";"10";"10.3";"486409";"2415";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-10-26 00:00:00.000000";"472423";;"BATTERY";;;;"Titular: ZONA CAROLINAS-PLA";
;"128106";"472438";"0";"2007-07-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"5";"8";"9.8";"486419";"3885";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-07-24 00:00:00.000000";"472423";;"BATTERY";;;;"Titular: ZONA CAROLINAS";
;"128107";"472438";"0";"2007-07-24 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"1";"14";"14.9";"486409";"2735";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-07-24 00:00:00.000000";"472423";;"BATTERY";;;;"Titular: ZONA CAROLINAS";
;"125466";"472438";"0";"2007-10-11 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"16";"0";"3.02";"486409";"3235";"485372";;;"2027-10-11 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-10-11 00:00:00.000000";"472416";"V.A.202";"LINE";;;;;
;"128121";"472438";"0";"2004-02-11 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"5";"0";"2.93";"486419";"4075";"485372";;;"2024-02-11 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-02-11 00:00:00.000000";"472417";;"LINE";;;;;
;"128140";"472438";"0";"2004-03-01 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"10";"0";"3.23";"486409";"2360";"485372";;;"2024-03-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-03-01 00:00:00.000000";"472417";;"LINE";;;;;
;"128146";"472438";"0";"2004-03-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"35";"0";"3.24";"486409";"4510";"485372";;;"2024-03-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-03-08 00:00:00.000000";"472417";;"LINE";;;;;
;"128150";"472438";"0";"2004-03-02 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"37";"0";"4.33";"486409";"2150";"485372";;;"2024-03-02 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-03-02 00:00:00.000000";"472420";"TALLER";"LINE";;;;;
;"128163";"472438";"0";"2004-02-22 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"7";"0";"3.04";"486409";"380";"485372";;;"2024-02-22 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-02-22 00:00:00.000000";"472417";;"LINE";;;;;
;"128194";"472438";"0";"2005-04-13 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"2";"0";"5.06";"486419";"2380";"485372";;;"2025-04-13 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-13 00:00:00.000000";"472416";"V 227";"LINE";;;;;
;"128195";"472438";"0";"2005-04-13 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"2";"0";"5";"486419";"2380";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-13 00:00:00.000000";"472416";;"LINE";;;;;
;"128197";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"3";"0";"7.99";"486409";"537";"485372";;;"2027-11-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";"V 260";"LINE";;;;;
;"128198";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"3";"0";"4.99";"486409";"537";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";;"LINE";;;;;
;"128199";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"S/N";"0";"4.02";"486409";"537";"485372";;;"2027-11-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";"V 2235";"LINE";;;;;
;"128200";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"S/N";"0";"4.89";"486409";"537";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";;"LINE";;;;;
;"128201";"472438";"0";"2005-04-01 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"1";"0";"2.99";"486409";"2975";"485372";;;"2025-04-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-01 00:00:00.000000";"472417";;"LINE";;;;;
;"128202";"472438";"0";"2005-04-01 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"5";"0";"3.47";"486409";"2975";"485372";;;"2025-04-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-01 00:00:00.000000";"472417";;"LINE";;;;;
;"128203";"472438";"0";"2005-04-01 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"27";"0";"3.01";"486409";"2975";"485372";;;"2025-04-01 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-01 00:00:00.000000";"472417";;"LINE";;;;;
;"128228";"472438";"0";"2004-11-03 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"9";"0";"3";"486409";"2325";"485372";;;"2024-11-03 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2004-11-03 00:00:00.000000";"472417";;"LINE";;;;;
;"128232";"472438";"0";"2005-04-05 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"27";"0";"3.01";"486409";"1020";"485372";;;"2025-04-05 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-05 00:00:00.000000";"472417";;"LINE";;;;;
;"128251";"472438";"0";"2005-04-17 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"43";"0";"2.99";"486409";"3335";"485372";;;"2025-04-17 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-17 00:00:00.000000";"472417";;"LINE";;;;;
;"128252";"472438";"0";"2005-04-17 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"5";"0";"3.01";"486409";"2350";"485372";;;"2025-04-17 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2005-04-17 00:00:00.000000";"472417";;"LINE";;;;;
;"128254";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"32";"0";"4";"486409";"3335";"485372";;;"2027-11-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";"V 130";"LINE";;;;;
;"128255";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"10";"0";"3.03";"486409";"537";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";;"LINE";;;;;
;"128256";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"S/N";"0";"5.03";"486409";"537";"485372";;;"2027-11-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";"V 2389";"LINE";;;;;
;"128257";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"S/N";"0";"5.79";"486409";"537";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";;"LINE";;;;;
;"128258";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"6";"0";"3.64";"486409";"5895";"485372";;;"2027-11-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472417";;"LINE";;;;;
;"128263";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"6";"0";"3";"486409";"3705";"485372";;;"2027-11-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";"V 500";"LINE";;;;;
;"128264";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"6";"0";"4.73";"486409";"3705";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";;"LINE";;;;;
;"128265";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"6";"0";"3";"486409";"3705";"485372";;;"2027-11-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472417";;"LINE";;;;;
;"128266";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"4";"0";"4.48";"486409";"3705";"485372";;;"2027-11-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";"V 1452";"LINE";;;;;
;"128267";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"4";"0";"5.43";"486409";"3705";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";;"LINE";;;;;
;"128268";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"6";"0";"4.36";"486409";"3895";"485372";;;"2027-11-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";"V 1266";"LINE";;;;;
;"128269";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"6";"0";"4.04";"486409";"3895";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";;"LINE";;;;;
;"128270";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"4";"0";"4.15";"486409";"3895";"485372";;;"2027-11-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";"V 1454";"LINE";;;;;
;"128271";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"4";"0";"4.73";"486409";"3895";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";;"LINE";;;;;
;"128272";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"2";"0";"3";"486409";"3705";"485372";;;"2027-11-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472417";;"LINE";;;;;
;"128277";"472438";"0";"2003-08-11 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"S/N";"0";"5.9";"486409";"2470";"485372";;;"2023-08-11 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2003-08-11 00:00:00.000000";"472417";;"LINE";;;;;
;"128278";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"1";"RESERVE";"0";"0";"2";"0";"5.56";"486409";"5895";"485372";;;"2027-11-08 00:00:00.000000";"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";"V 429";"LINE";;;;;
;"128279";"472438";"0";"2007-11-08 00:00:00.000000";"STABLE";"0";"0";"RESERVE";"0";"0";"2";"0";"5.38";"486409";"5895";"485372";;;;"1988-12-31 00:00:00.000000";"1988-12-31 00:00:00.000000";"2007-11-08 00:00:00.000000";"472416";;"LINE";;;;;
